1779792814.736403 server started (1080152): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779792814.736424 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779792814.736431 using libevent 2.1.12-stable poll
1779792814.736434 using ncurses 6.4 20240113
1779792814.767440 yylex_token: bind
1779792814.767444 yylex_token: end at WS
1779792814.767447 yylex_token: -n
1779792814.767450 yylex_token: end at WS
1779792814.767453 yylex_token: M-MouseDown3Status
1779792814.767457 yylex_token: end at WS
1779792814.767460 yylex_token: display-menu
1779792814.767463 yylex_token: end at WS
1779792814.767465 yylex_token: -t=
1779792814.767468 yylex_token: end at WS
1779792814.767471 yylex_token: -xW
1779792814.767474 yylex_token: end at WS
1779792814.767477 yylex_token: -yW
1779792814.767480 yylex_token: end at WS
1779792814.767482 yylex_token: -T
1779792814.767487 yylex_token: end at WS
1779792814.767490 yylex_token: #[align=centre]#{window_index}:#{window_name}
1779792814.767495 yylex_token: end at WS
1779792814.767498 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1779792814.767502 yylex_token: end at WS
1779792814.767505 yylex_token: l
1779792814.767508 yylex_token: end at WS
1779792814.767511 yylex_token: swap-window
1779792814.767515 yylex_token: end at }
1779792814.767518 yylex_token: -t:-1
1779792814.767523 yylex_token: end at WS
1779792814.767527 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1779792814.767530 yylex_token: end at WS
1779792814.767533 yylex_token: r
1779792814.767537 yylex_token: end at WS
1779792814.767539 yylex_token: swap-window
1779792814.767543 yylex_token: end at }
1779792814.767546 yylex_token: -t:+1
1779792814.767551 yylex_token: end at WS
1779792814.767555 yylex_token: #{?pane_marked_set,,-}Swap Marked
1779792814.767559 yylex_token: end at WS
1779792814.767562 yylex_token: s
1779792814.767566 yylex_token: end at }
1779792814.767569 yylex_token: swap-window
1779792814.767572 yylex_token: end at WS
1779792814.767575 yylex_token: 
1779792814.767579 yylex_token: end at WS
1779792814.767582 yylex_token: Kill
1779792814.767585 yylex_token: end at WS
1779792814.767588 yylex_token: X
1779792814.767591 yylex_token: end at }
1779792814.767594 yylex_token: kill-window
1779792814.767598 yylex_token: end at WS
1779792814.767600 yylex_token: Respawn
1779792814.767603 yylex_token: end at WS
1779792814.767605 yylex_token: R
1779792814.767609 yylex_token: end at WS
1779792814.767611 yylex_token: respawn-window
1779792814.767614 yylex_token: end at }
1779792814.767617 yylex_token: -k
1779792814.767621 yylex_token: end at WS
1779792814.767624 yylex_token: #{?pane_marked,Unmark,Mark}
1779792814.767626 yylex_token: end at WS
1779792814.767629 yylex_token: m
1779792814.767633 yylex_token: end at WS
1779792814.767636 yylex_token: select-pane
1779792814.767639 yylex_token: end at }
1779792814.767642 yylex_token: -m
1779792814.767645 yylex_token: end at WS
1779792814.767648 yylex_token: Rename
1779792814.767651 yylex_token: end at WS
1779792814.767653 yylex_token: n
1779792814.767657 yylex_token: end at WS
1779792814.767660 yylex_token: command-prompt
1779792814.767663 yylex_token: end at WS
1779792814.767666 yylex_token: -FI
1779792814.767669 yylex_token: end at WS
1779792814.767672 yylex_token: #W
1779792814.767675 yylex_token: end at WS
1779792814.767678 yylex_token: rename-window
1779792814.767681 yylex_token: end at WS
1779792814.767684 yylex_token: -t
1779792814.767688 yylex_token: end at WS
1779792814.767690 yylex_token: #{window_id}
1779792814.767693 yylex_token: end at WS
1779792814.767696 yylex_token: --
1779792814.767699 yylex_token: end at }
1779792814.767702 yylex_token: %%
1779792814.767705 yylex_token: end at WS
1779792814.767708 yylex_token: 
1779792814.767711 yylex_token: end at WS
1779792814.767714 yylex_token: New After
1779792814.767722 yylex_token: end at WS
1779792814.767725 yylex_token: w
1779792814.767728 yylex_token: end at WS
1779792814.767731 yylex_token: new-window
1779792814.767734 yylex_token: end at }
1779792814.767736 yylex_token: -a
1779792814.767740 yylex_token: end at WS
1779792814.767743 yylex_token: New At End
1779792814.767746 yylex_token: end at WS
1779792814.767748 yylex_token: W
1779792814.767752 yylex_token: end at }
1779792814.767754 yylex_token: new-window
1779792814.767759 cmd_parse_build_commands 0:0: bind
1779792814.767763 cmd_parse_build_commands 0:1: -n
1779792814.767766 cmd_parse_build_commands 0:2: M-MouseDown3Status
1779792814.767769 cmd_parse_build_commands 0:3 0:0: display-menu
1779792814.767772 cmd_parse_build_commands 0:3 0:1: -t=
1779792814.767775 cmd_parse_build_commands 0:3 0:2: -xW
1779792814.767778 cmd_parse_build_commands 0:3 0:3: -yW
1779792814.767781 cmd_parse_build_commands 0:3 0:4: -T
1779792814.767785 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{window_index}:#{window_name}
1779792814.767788 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1779792814.767791 cmd_parse_build_commands 0:3 0:7: l
1779792814.767795 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1779792814.767798 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1779792814.767801 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1779792814.767805 cmd_parse_build_commands 0:3 0:10: r
1779792814.767808 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
1779792814.767811 cmd_parse_build_commands 0:3 0:11 0:1: -t:+1
1779792814.767814 cmd_parse_build_commands 0:3 0:12: #{?pane_marked_set,,-}Swap Marked
1779792814.767817 cmd_parse_build_commands 0:3 0:13: s
1779792814.767821 cmd_parse_build_commands 0:3 0:14 0:0: swap-window
1779792814.767824 cmd_parse_build_commands 0:3 0:15: 
1779792814.767827 cmd_parse_build_commands 0:3 0:16: Kill
1779792814.767830 cmd_parse_build_commands 0:3 0:17: X
1779792814.767833 cmd_parse_build_commands 0:3 0:18 0:0: kill-window
1779792814.767836 cmd_parse_build_commands 0:3 0:19: Respawn
1779792814.767839 cmd_parse_build_commands 0:3 0:20: R
1779792814.767843 cmd_parse_build_commands 0:3 0:21 0:0: respawn-window
1779792814.767846 cmd_parse_build_commands 0:3 0:21 0:1: -k
1779792814.767849 cmd_parse_build_commands 0:3 0:22: #{?pane_marked,Unmark,Mark}
1779792814.767852 cmd_parse_build_commands 0:3 0:23: m
1779792814.767855 cmd_parse_build_commands 0:3 0:24 0:0: select-pane
1779792814.767858 cmd_parse_build_commands 0:3 0:24 0:1: -m
1779792814.767862 cmd_parse_build_commands 0:3 0:25: Rename
1779792814.767865 cmd_parse_build_commands 0:3 0:26: n
1779792814.767868 cmd_parse_build_commands 0:3 0:27 0:0: command-prompt
1779792814.767871 cmd_parse_build_commands 0:3 0:27 0:1: -FI
1779792814.767874 cmd_parse_build_commands 0:3 0:27 0:2: #W
1779792814.767877 cmd_parse_build_commands 0:3 0:27 0:3 0:0: rename-window
1779792814.767881 cmd_parse_build_commands 0:3 0:27 0:3 0:1: -t
1779792814.767884 cmd_parse_build_commands 0:3 0:27 0:3 0:2: #{window_id}
1779792814.767886 cmd_parse_build_commands 0:3 0:27 0:3 0:3: --
1779792814.767889 cmd_parse_build_commands 0:3 0:27 0:3 0:4: %%
1779792814.767892 cmd_parse_build_commands 0:3 0:28: 
1779792814.767895 cmd_parse_build_commands 0:3 0:29: New After
1779792814.767899 cmd_parse_build_commands 0:3 0:30: w
1779792814.767902 cmd_parse_build_commands 0:3 0:31 0:0: new-window
1779792814.767905 cmd_parse_build_commands 0:3 0:31 0:1: -a
1779792814.767908 cmd_parse_build_commands 0:3 0:32: New At End
1779792814.767911 cmd_parse_build_commands 0:3 0:33: W
1779792814.767914 cmd_parse_build_commands 0:3 0:34 0:0: new-window
1779792814.767919 cmd_parse_build_commands 0:0: display-menu
1779792814.767922 cmd_parse_build_commands 0:1: -t=
1779792814.767927 cmd_parse_build_commands 0:2: -xW
1779792814.767930 cmd_parse_build_commands 0:3: -yW
1779792814.767933 cmd_parse_build_commands 0:4: -T
1779792814.767937 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1779792814.767941 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1779792814.767948 cmd_parse_build_commands 0:7: l
1779792814.767952 cmd_parse_build_commands 0:8 0:0: swap-window
1779792814.767955 cmd_parse_build_commands 0:8 0:1: -t:-1
1779792814.767958 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1779792814.767961 cmd_parse_build_commands 0:10: r
1779792814.767965 cmd_parse_build_commands 0:11 0:0: swap-window
1779792814.767968 cmd_parse_build_commands 0:11 0:1: -t:+1
1779792814.767971 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1779792814.767974 cmd_parse_build_commands 0:13: s
1779792814.767978 cmd_parse_build_commands 0:14 0:0: swap-window
1779792814.767981 cmd_parse_build_commands 0:15: 
1779792814.767984 cmd_parse_build_commands 0:16: Kill
1779792814.767987 cmd_parse_build_commands 0:17: X
1779792814.767990 cmd_parse_build_commands 0:18 0:0: kill-window
1779792814.767993 cmd_parse_build_commands 0:19: Respawn
1779792814.767996 cmd_parse_build_commands 0:20: R
1779792814.767999 cmd_parse_build_commands 0:21 0:0: respawn-window
1779792814.768002 cmd_parse_build_commands 0:21 0:1: -k
1779792814.768006 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1779792814.768009 cmd_parse_build_commands 0:23: m
1779792814.768012 cmd_parse_build_commands 0:24 0:0: select-pane
1779792814.768015 cmd_parse_build_commands 0:24 0:1: -m
1779792814.768018 cmd_parse_build_commands 0:25: Rename
1779792814.768021 cmd_parse_build_commands 0:26: n
1779792814.768024 cmd_parse_build_commands 0:27 0:0: command-prompt
1779792814.768027 cmd_parse_build_commands 0:27 0:1: -FI
1779792814.768033 cmd_parse_build_commands 0:27 0:2: #W
1779792814.768036 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1779792814.768039 cmd_parse_build_commands 0:27 0:3 0:1: -t
1779792814.768042 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1779792814.768045 cmd_parse_build_commands 0:27 0:3 0:3: --
1779792814.768049 cmd_parse_build_commands 0:27 0:3 0:4: %%
1779792814.768052 cmd_parse_build_commands 0:28: 
1779792814.768055 cmd_parse_build_commands 0:29: New After
1779792814.768058 cmd_parse_build_commands 0:30: w
1779792814.768061 cmd_parse_build_commands 0:31 0:0: new-window
1779792814.768064 cmd_parse_build_commands 0:31 0:1: -a
1779792814.768067 cmd_parse_build_commands 0:32: New At End
1779792814.768070 cmd_parse_build_commands 0:33: W
1779792814.768073 cmd_parse_build_commands 0:34 0:0: new-window
1779792814.768078 cmd_parse_build_commands 0:0: swap-window
1779792814.768081 cmd_parse_build_commands 0:1: -t:-1
1779792814.768086 args_parse_flags: next -t:-1
1779792814.768090 args_parse_flag_argument: -t = :-1
1779792814.768093 args_parse: flags end at 2 of 2
1779792814.768098 cmd_parse_build_commands: swap-window -t :-1
1779792814.768102 cmd_parse_build_commands 0:0: swap-window
1779792814.768105 cmd_parse_build_commands 0:1: -t:+1
1779792814.768110 args_parse_flags: next -t:+1
1779792814.768113 args_parse_flag_argument: -t = :+1
1779792814.768116 args_parse: flags end at 2 of 2
1779792814.768121 cmd_parse_build_commands: swap-window -t :+1
1779792814.768124 cmd_parse_build_commands 0:0: swap-window
1779792814.768129 args_parse: flags end at 1 of 1
1779792814.768135 cmd_parse_build_commands: swap-window
1779792814.768139 cmd_parse_build_commands 0:0: kill-window
1779792814.768143 args_parse: flags end at 1 of 1
1779792814.768147 cmd_parse_build_commands: kill-window
1779792814.768150 cmd_parse_build_commands 0:0: respawn-window
1779792814.768153 cmd_parse_build_commands 0:1: -k
1779792814.768158 args_parse_flags: next -k
1779792814.768161 args_parse_flags: -k
1779792814.768164 args_parse: flags end at 2 of 2
1779792814.768168 cmd_parse_build_commands: respawn-window -k
1779792814.768172 cmd_parse_build_commands 0:0: select-pane
1779792814.768175 cmd_parse_build_commands 0:1: -m
1779792814.768179 args_parse_flags: next -m
1779792814.768182 args_parse_flags: -m
1779792814.768185 args_parse: flags end at 2 of 2
1779792814.768189 cmd_parse_build_commands: select-pane -m
1779792814.768197 cmd_parse_build_commands 0:0: command-prompt
1779792814.768204 cmd_parse_build_commands 0:1: -FI
1779792814.768208 cmd_parse_build_commands 0:2: #W
1779792814.768211 cmd_parse_build_commands 0:3 0:0: rename-window
1779792814.768214 cmd_parse_build_commands 0:3 0:1: -t
1779792814.768217 cmd_parse_build_commands 0:3 0:2: #{window_id}
1779792814.768220 cmd_parse_build_commands 0:3 0:3: --
1779792814.768810 cmd_parse_build_commands 0:3 0:4: %%
1779792814.768829 cmd_parse_build_commands 0:0: rename-window
1779792814.768833 cmd_parse_build_commands 0:1: -t
1779792814.768836 cmd_parse_build_commands 0:2: #{window_id}
1779792814.768840 cmd_parse_build_commands 0:3: --
1779792814.768843 cmd_parse_build_commands 0:4: %%
1779792814.768849 args_parse_flags: next -t
1779792814.768853 args_parse_flag_argument: -t = #{window_id}
1779792814.768858 args_parse_flags: next --
1779792814.768862 args_parse: flags end at 4 of 5
1779792814.768866 args_parse: 4 = %% (type STRING)
1779792814.768875 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1779792814.768879 args_parse_flags: next -FI
1779792814.768883 args_parse_flags: -F
1779792814.768886 args_parse_flag_argument: -I = #W
1779792814.768890 args_parse: flags end at 3 of 4
1779792814.768896 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1779792814.768903 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1779792814.768909 cmd_parse_build_commands 0:0: new-window
1779792814.768912 cmd_parse_build_commands 0:1: -a
1779792814.768917 args_parse_flags: next -a
1779792814.768920 args_parse_flags: -a
1779792814.768923 args_parse: flags end at 2 of 2
1779792814.768927 cmd_parse_build_commands: new-window -a
1779792814.768932 cmd_parse_build_commands 0:0: new-window
1779792814.768937 args_parse: flags end at 1 of 1
1779792814.768941 cmd_parse_build_commands: new-window
1779792814.768944 args_parse_flags: next -t=
1779792814.768947 args_parse_flag_argument: -t = =
1779792814.768950 args_parse_flags: next -xW
1779792814.768953 args_parse_flag_argument: -x = W
1779792814.768956 args_parse_flags: next -yW
1779792814.768959 args_parse_flag_argument: -y = W
1779792814.768962 args_parse_flags: next -T
1779792814.768965 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1779792814.768969 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1779792814.768972 args_parse: flags end at 6 of 35
1779792814.768975 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1779792814.768979 args_parse: 7 = l (type STRING)
1779792814.768984 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1779792814.768988 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1779792814.768991 args_parse: 10 = r (type STRING)
1779792814.768996 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1779792814.768999 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1779792814.769002 args_parse: 13 = s (type STRING)
1779792814.769006 args_parse: 14 = swap-window (type COMMANDS)
1779792814.769010 args_parse: 15 =  (type STRING)
1779792814.769013 args_parse: 16 = Kill (type STRING)
1779792814.769016 args_parse: 17 = X (type STRING)
1779792814.769020 args_parse: 18 = kill-window (type COMMANDS)
1779792814.769024 args_parse: 19 = Respawn (type STRING)
1779792814.769027 args_parse: 20 = R (type STRING)
1779792814.769031 args_parse: 21 = respawn-window -k (type COMMANDS)
1779792814.769034 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1779792814.769038 args_parse: 23 = m (type STRING)
1779792814.769042 args_parse: 24 = select-pane -m (type COMMANDS)
1779792814.769045 args_parse: 25 = Rename (type STRING)
1779792814.769048 args_parse: 26 = n (type STRING)
1779792814.769056 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1779792814.769060 args_parse: 28 =  (type STRING)
1779792814.769063 args_parse: 29 = New After (type STRING)
1779792814.769066 args_parse: 30 = w (type STRING)
1779792814.769070 args_parse: 31 = new-window -a (type COMMANDS)
1779792814.769075 args_parse: 32 = New At End (type STRING)
1779792814.769085 args_parse: 33 = W (type STRING)
1779792814.769089 args_parse: 34 = new-window (type COMMANDS)
1779792814.769131 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1779792814.769205 args_parse_flags: next -n
1779792814.769324 args_parse_flags: -n
1779792814.769337 args_parse_flags: next M-MouseDown3Status
1779792814.769341 args_parse: flags end at 2 of 4
1779792814.769344 args_parse: 2 = M-MouseDown3Status (type STRING)
1779792814.769386 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1779792814.769430 cmd_parse_build_commands: bind-key -n M-MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
